id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
2119,M,1.4,1.1375,0.3875,27.45649075,12.94154675,5.9250455,8.788345,10.0
2120,F,1.375,1.125,0.3875,22.41027975,9.979024,4.60679375,6.6621325,14.0
2121,F,1.3,0.9875,0.35,15.5071765,6.02426875,3.96893,4.819415,11.0
2122,M,1.4375,1.125,0.3625,26.2232875,13.08329425,5.556502,6.3786375,8.0
2123,I,1.3375,1.075,0.3125,20.93610575,8.9300925,4.025629,6.3786375,8.0
2124,I,0.9375,0.75,0.225,7.98038425,3.515338,1.0489315,2.551455,7.0
2125,M,1.15,0.875,0.3125,14.2030995,6.59125875,3.33106625,4.1106775,9.0
2126,M,1.475,1.2375,0.425,30.63163475,11.0846545,7.200773,9.922325,15.0
2127,F,1.3,0.9625,0.35,18.71067,9.8939755,4.7343665,5.6699,8.0
2128,F,1.2125,0.925,0.3125,14.118051,5.06038575,2.9766975,4.32329875,12.0
2129,F,1.425,1.1625,0.3625,26.535132,11.453198,6.633783,7.654365,8.0
2130,M,0.85,0.6625,0.225,5.82582225,1.74349425,1.0489315,1.5592225,16.0
2131,I,1.1625,0.925,0.275,12.74310025,5.6415505,2.948348,4.252425,8.0
2132,M,1.5625,1.1875,0.3875,31.6096925,14.44407025,6.87475375,8.788345,11.0
2133,I,1.1875,0.8875,0.3,13.90542975,6.2652395,2.50893075,3.685435,7.0
2134,I,1.5125,1.3125,0.4625,30.1922175,11.8784405,6.67630725,10.0640725,17.0
2135,I,1.1625,0.8875,0.275,13.05494475,6.02426875,3.24601775,3.685435,8.0
2136,M,1.3125,1.025,0.375,21.27629975,9.53960675,4.309124,6.3786375,8.0
2137,I,0.875,0.65,0.225,5.88252125,2.7499015,1.2757275,1.8427175,8.0
2138,I,1.175,0.9375,0.3125,15.35125425,6.13766675,3.30271675,4.1106775,8.0
2139,I,1.225,0.9375,0.35,16.3576615,6.19436575,3.061746,5.5281525,10.0
2140,F,1.3125,1.0125,0.4,18.83824275,7.711064,4.025629,5.953395,11.0
2141,F,1.525,1.2125,0.4,30.17804275,11.01378075,6.10931725,10.9145575,14.0
2142,F,1.6625,1.325,0.45,38.82464025,17.3215445,8.66077225,11.056305,10.0
2143,F,1.825,1.475,0.4375,53.4388075,26.251637,11.2547515,14.5999925,10.0
2144,I,0.5875,0.4,0.1375,1.8994165,0.7654365,0.35436875,0.4252425,4.0
2145,F,1.5625,1.25,0.5125,35.72037,16.2442635,7.81028725,11.056305,14.0
2146,I,1.25,0.95,0.3,14.61416725,6.973977,3.07592075,4.53592,8.0
2147,F,1.4875,1.2,0.4125,28.87396575,15.0535845,5.953395,6.6621325,8.0
2148,F,1.6125,1.225,0.4375,34.6147395,14.35902175,8.29222875,11.1980525,15.0
2149,M,1.575,1.2375,0.4125,34.8415355,15.52135125,8.221355,8.50485,11.0
2150,F,1.6375,1.3125,0.475,40.24211525,16.839603,10.886208,10.9145575,18.0
2151,F,1.4,1.0375,0.3625,23.99785175,10.47514025,5.54232725,6.9456275,9.0
2152,F,1.2625,0.9875,0.375,27.669112,8.77417025,6.22271525,7.2291225,18.0
2153,F,1.4375,1.125,0.3875,22.92057075,10.489315,5.2446575,7.654365,9.0
2154,I,0.4125,0.275,0.0625,0.5953395,0.21262125,0.12757275,0.1417475,4.0
2155,M,1.55,1.175,0.375,29.32755775,12.40290625,6.13766675,8.6465975,9.0
2156,M,1.2375,1.0,0.3375,20.3265915,9.87980075,4.2240755,5.2446575,10.0
2157,I,0.8375,0.6625,0.225,6.08096775,2.721552,1.14815475,2.551455,7.0
2158,M,1.1375,0.9375,0.3125,14.81261375,6.76135575,3.04757125,4.6776675,9.0
2159,M,1.6125,1.275,0.4625,34.359594,16.6411565,6.56290925,9.2135875,12.0
2160,M,1.4875,1.1375,0.4,25.51455,12.8423235,4.57844425,7.7961125,15.0
2161,I,0.5375,0.375,0.1375,1.6159215,0.5953395,0.46776675,0.4252425,6.0
2162,M,1.6125,1.2375,0.4375,37.6197865,17.67591325,8.051258,9.922325,10.0
2163,I,1.375,1.0625,0.325,23.71435675,9.87980075,4.6776675,5.953395,10.0
2164,F,1.6375,1.275,0.475,38.71124225,18.8524175,8.7599955,10.489315,11.0
2165,M,1.525,1.1875,0.45,35.98969025,11.8784405,6.690482,13.324265,18.0
2166,M,1.525,1.175,0.375,32.95629375,15.15280775,7.15824875,7.32834575,8.0
2167,F,1.45,1.1375,0.3875,28.689694,10.24834425,5.613201,8.788345,12.0
2168,M,1.675,1.3625,0.4375,47.18774275,20.97863,9.76640275,14.514944,11.0
2169,F,1.3375,1.0125,0.375,20.9502805,8.3631025,4.89028875,5.2446575,10.0
2170,I,1.35,1.0375,0.325,21.92833825,10.9712565,4.195726,6.690482,8.0
2171,F,1.5875,1.2625,0.475,33.52328375,13.6928085,6.84640425,11.3398,14.0
2172,M,1.3875,1.1,0.4,25.10348225,10.432616,4.025629,7.7961125,10.0
2173,M,1.625,1.2625,0.425,38.88133925,18.5122235,8.77417025,8.9300925,11.0
2174,F,1.6625,1.225,0.45,36.627554,15.025235,8.00873375,10.489315,10.0
2175,I,1.0125,0.75,0.25,8.46232575,3.9405805,1.80019325,2.1829115,8.0
2176,I,1.25,1.0,0.3125,17.84601025,7.7961125,3.58621175,5.2446575,9.0
2177,M,1.325,1.0,0.3125,19.8163005,9.25611175,4.53592,5.5281525,7.0
2178,M,1.2625,1.0125,0.4625,23.45921125,7.484268,4.9044635,7.7961125,18.0
2179,I,1.2,0.8875,0.3125,15.66309875,7.087375,3.10427025,4.32329875,8.0
2180,I,1.2125,0.9125,0.3,14.81261375,6.90310325,2.9199985,3.742134,8.0
2181,I,0.95,0.7125,0.225,7.6827145,3.628736,1.77184375,2.1262125,6.0
2182,F,1.3625,1.0,0.3375,19.74542675,8.63242275,3.75630875,5.386405,10.0
2183,I,1.5375,1.2,0.45,35.62114675,13.947954,7.35669525,9.355335,12.0
2184,I,1.225,0.9625,0.3125,16.71203025,7.24329725,3.061746,4.6209685,8.0
2185,F,1.5625,1.3,0.3875,32.545226,15.025235,6.76135575,8.221355,11.0
2186,F,1.3125,1.0,0.3875,22.21183325,9.85145125,5.68407475,6.0951425,8.0
2187,F,1.6875,1.3125,0.475,44.9906565,18.52639825,11.07047975,11.90679,14.0
2188,I,1.6,1.25,0.375,37.7331845,17.27902025,8.23552975,9.59630575,10.0
2189,I,0.9625,0.725,0.225,7.38504475,3.01922175,2.08368825,2.33883375,6.0
2190,F,1.3,1.0,0.4,22.92057075,8.09378225,4.5075705,8.0796075,11.0
2191,I,1.2125,0.9125,0.3125,17.4916415,7.3425205,3.04757125,4.819415,8.0
2192,I,1.4,1.0625,0.375,22.5378525,9.62465525,4.83358975,6.690482,10.0
2193,I,1.4875,1.2125,0.4,28.98736375,11.5382465,5.7549485,10.035723,15.0
2194,F,1.4375,1.1,0.375,22.566202,9.87980075,5.45727875,6.80388,12.0
2195,F,1.55,1.2,0.3875,27.499015,10.9145575,6.13766675,9.922325,9.0
2196,F,1.425,1.125,0.4375,25.58542375,10.75863525,5.4714535,8.3631025,17.0
2197,F,1.3625,1.05,0.3375,27.08794725,12.28950825,5.71242425,7.2291225,11.0
2198,M,1.475,1.1625,0.375,30.107169,14.35902175,6.406987,7.93786,10.0
2199,F,1.3125,1.0,0.3625,19.43358225,8.164656,4.1106775,5.8116475,12.0
2200,M,1.675,1.35,0.425,46.379782,23.6151335,10.1207715,10.035723,10.0
2201,F,1.625,1.2375,0.4125,37.98833,15.989118,7.04485075,9.4970825,18.0
2202,I,0.9875,0.75,0.3125,8.17883075,3.61456125,1.8994165,2.26796,6.0
2203,I,1.0625,0.875,0.25,11.94931425,4.9611625,2.14038725,3.8271825,7.0
2204,I,1.5875,1.2125,0.3875,35.4652245,18.27125275,7.98038425,8.0796075,8.0
2205,I,1.125,0.875,0.3125,12.530479,5.6699,2.5231055,3.96893,6.0
2206,I,0.9625,0.7375,0.2375,9.05766525,4.3941725,1.814368,2.9766975,7.0
2207,M,0.6875,0.5125,0.1625,2.721552,1.0489315,0.52446575,0.850485,5.0
2208,I,0.5625,0.375,0.1125,1.31825175,0.49611625,0.4252425,0.4252425,3.0
2209,I,1.025,0.775,0.2375,8.845044,3.912231,1.7293195,2.6365035,7.0
2210,I,1.1125,0.875,0.3,13.13999325,5.6982495,3.86970675,4.1106775,9.0
2211,M,1.45,1.125,0.3625,27.76833525,13.4660125,6.19436575,7.7961125,8.0
2212,M,1.3125,1.0125,0.3375,18.9091165,6.633783,4.32329875,5.726599,10.0
2213,F,1.525,1.2125,0.4125,30.107169,15.80484625,6.78970525,8.788345,11.0
2214,I,1.2625,1.05,0.375,20.4966885,10.6877615,4.5642695,5.386405,8.0
2215,M,1.6375,1.25,0.4625,36.95357325,17.0380495,6.98815175,9.355335,12.0
2216,M,1.55,1.2125,0.425,33.962701,13.96212875,7.427569,9.4970825,10.0
2217,M,1.525,1.2375,0.4,35.59279725,15.7906715,7.6827145,9.70970375,10.0
2218,F,1.875,1.4375,0.5125,56.075311,30.333965,13.79203175,14.17475,11.0
2219,F,1.4125,1.075,0.3875,22.66542525,9.05766525,5.03203625,7.087375,10.0
2220,M,1.625,1.3,0.5125,47.116869,21.262125,7.3992195,12.3320325,13.0
2221,M,1.425,1.05,0.4125,24.94756,14.47241975,5.1879585,6.917278,9.0
2222,I,1.175,0.875,0.2625,13.33843975,6.350288,2.84912475,3.685435,7.0
2223,M,1.5,1.2125,0.4125,35.81959325,14.13222575,6.90310325,8.9300925,14.0
2224,F,1.3125,1.0125,0.3,16.42853525,6.7755305,3.8838815,5.2446575,15.0
2225,M,1.6125,1.2625,0.4375,42.2124055,20.14231975,8.51902475,10.6310625,13.0
2226,M,1.475,1.2,0.4375,34.189497,15.03940975,7.824462,10.77281,11.0
2227,F,1.65,1.425,0.4375,46.606578,24.4089195,9.53960675,12.11941125,13.0
2228,M,1.5,1.2,0.4125,29.1149365,12.94154675,6.78970525,8.50485,10.0
2229,I,1.45,1.1125,0.375,27.6974615,10.149121,5.74077375,7.7394135,10.0
2230,I,1.2125,0.9375,0.3125,15.762322,7.55514175,3.72795925,4.365823,8.0
2231,I,0.55,0.3125,0.025,1.077281,0.46776675,0.1417475,0.43941725,4.0
2232,M,1.6125,1.3,0.475,47.18774275,21.13455225,9.015141,12.190285,11.0
2233,M,1.3375,1.0,0.3125,16.34348675,7.37087,3.72795925,5.0178615,9.0
2234,M,1.4125,1.1,0.375,28.0943545,12.71475075,6.22271525,7.93786,9.0
2235,F,1.4875,1.175,0.3625,27.839209,13.08329425,5.17378375,7.0023265,9.0
2236,F,1.1875,0.875,0.3125,15.2236815,6.2652395,3.64291075,4.60679375,10.0
2237,I,1.3,1.05,0.3375,19.17843675,9.63883,4.195726,5.8116475,8.0
2238,F,1.5875,1.25,0.425,37.03862175,19.731252,8.2497045,8.788345,11.0
2239,M,1.3125,0.9875,0.3875,28.19357775,13.53688625,7.10154975,8.0796075,8.0
2240,M,1.475,1.175,0.4,28.02348075,12.643877,6.13766675,8.3631025,9.0
2241,I,1.275,0.9375,0.35,18.29960225,6.90310325,3.98310475,5.37223025,9.0
2242,I,1.225,0.9375,0.3125,14.3731965,5.28718175,2.721552,4.819415,7.0
2243,F,1.375,1.0,0.325,20.70930975,9.7238785,4.025629,5.5281525,11.0
2244,F,1.45,1.15,0.3875,27.78251,12.47378,7.47009325,7.5126175,11.0
2245,M,1.3125,1.0,0.375,20.08562075,5.40057975,4.3941725,7.087375,17.0
2246,F,1.0125,0.775,0.2875,8.9867915,3.98310475,1.6159215,3.118445,10.0
2247,M,1.5375,1.2,0.4125,36.457457,16.4143605,8.6465975,8.9300925,10.0
2248,I,0.9375,0.7125,0.225,6.30776375,2.48058125,1.37495075,2.1262125,7.0
2249,M,1.8125,1.4125,0.5,60.6962795,32.47435225,12.870673,14.514944,11.0
2250,M,1.65,1.25,0.4125,37.32211675,17.93105875,8.66077225,10.489315,9.0
2251,I,1.375,1.05,0.35,21.1203775,8.12213175,3.175144,6.3786375,8.0
2252,M,1.2875,1.0,0.3375,19.43358225,10.78698475,3.64291075,4.9611625,9.0
2253,M,1.4625,1.125,0.3375,31.70891575,11.12717875,6.67630725,8.77417025,13.0
2254,I,0.975,0.75,0.25,7.41339425,3.40194,1.7293195,2.26796,7.0
2255,M,1.0375,0.8125,0.25,10.21999475,4.52174525,2.5798045,3.40194,9.0
2256,M,1.6,1.2875,0.3875,31.62386725,13.5794105,6.67630725,8.9300925,9.0
2257,I,1.25,0.9625,0.35,15.83319575,8.09378225,3.67126025,4.9611625,8.0
2258,M,1.5125,1.175,0.4,30.83008125,14.92601175,6.123492,7.83863675,8.0
2259,F,1.7,1.375,0.4375,47.89648025,21.98503725,10.9712565,11.7650425,10.0
2260,M,1.375,1.0625,0.4,24.76328825,9.36950975,5.54232725,7.2291225,9.0
2261,I,1.4625,1.125,0.35,26.932025,11.0846545,6.123492,7.087375,10.0
2262,I,1.2125,0.975,0.3,16.9813505,7.27164675,3.742134,5.2446575,8.0
2263,F,1.2125,0.975,0.375,18.653971,6.577084,4.15320175,6.520385,9.0
2264,M,1.725,1.35,0.5,49.59745025,21.98503725,11.2547515,13.60776,10.0
2265,F,1.45,1.1375,0.375,27.45649075,11.963489,5.8683465,7.5126175,8.0
2266,F,1.5375,1.1875,0.425,29.540179,14.10387625,6.25106475,7.5126175,10.0
2267,F,1.4125,1.1125,0.3875,28.2644515,10.489315,6.690482,8.50485,11.0
2268,F,1.6125,1.3,0.425,37.74735925,17.08057375,8.391452,8.9300925,17.0
2269,M,1.5625,1.25,0.4375,35.22425375,13.62193475,6.13766675,10.0640725,15.0
2270,F,1.3125,1.0,0.3875,24.5223175,7.7961125,5.5281525,8.50485,17.0
2271,M,1.65,1.275,0.4875,36.0322145,15.1102835,8.2497045,11.623295,12.0
2272,F,1.5375,1.2125,0.425,38.82464025,12.47378,7.49844275,14.9968855,17.0
2273,M,1.55,1.1625,0.3375,32.72949775,16.62698175,6.90310325,7.12989925,10.0
2274,F,1.3125,1.0125,0.4,26.54930675,11.169703,4.8477645,7.01650125,12.0
2275,I,0.7,0.5,0.1875,3.6003865,1.54504775,0.58116475,1.13398,9.0
2276,F,1.225,1.0125,0.2875,16.386011,6.08096775,3.50116325,4.819415,9.0
2277,M,1.4375,1.2125,0.3625,25.18853075,10.6310625,5.82582225,7.5126175,10.0
2278,I,0.875,0.65,0.2125,5.443104,2.2963095,1.417475,1.984465,5.0
2279,M,1.8,1.4375,0.5,61.6034635,32.13415825,16.8112535,14.5999925,22.0
2280,F,1.4125,1.075,0.35,21.885814,9.525432,4.706017,5.10291,11.0
2281,M,1.5,1.1875,0.3875,28.81726675,11.793392,5.79747275,7.7961125,15.0
2282,I,1.25,1.0,0.3625,16.99552525,7.49844275,3.64291075,5.443104,11.0
2283,F,1.5875,1.2625,0.4125,38.96638775,17.22232125,5.96756975,13.891255,20.0
2284,I,0.7375,0.525,0.1875,3.27436725,1.4458245,0.80796075,0.8221355,5.0
2285,M,1.5,1.2,0.4,32.78619675,13.380964,7.07320025,8.9300925,10.0
2286,I,1.5625,1.2,0.425,32.205032,12.984071,7.35669525,8.9300925,10.0
2287,M,1.3125,1.0125,0.3125,21.55979475,9.07184,4.5075705,5.953395,8.0
2288,F,1.45,1.1125,0.3875,24.62154075,10.4609655,5.1312595,6.9456275,8.0
2289,M,1.5125,1.1875,0.3625,29.7386255,12.51630425,6.7755305,8.0796075,10.0
2290,F,1.4125,1.125,0.425,24.6357155,11.15552825,5.11708475,7.5126175,9.0
2291,M,1.45,1.1,0.4125,26.251637,11.15552825,5.5281525,8.221355,10.0
2292,I,0.6875,0.5125,0.2,2.721552,0.97805775,0.52446575,0.850485,5.0
2293,M,1.625,1.275,0.475,42.921143,16.82542825,8.37727725,11.509897,18.0
2294,M,1.4875,1.15,0.375,31.581343,14.52911875,6.4920355,8.6465975,8.0
2295,M,1.4625,1.1375,0.425,29.5118295,15.7339725,6.39281225,7.654365,9.0
2296,F,1.45,1.1,0.4,27.499015,9.99319875,5.8683465,9.355335,15.0
2297,I,0.7375,0.575,0.225,3.01922175,1.0489315,0.83631025,1.13398,7.0
2298,M,0.9625,0.75,0.25,8.107957,4.9044635,1.70097,2.26796,7.0
2299,I,0.55,0.3625,0.1,1.0489315,0.66621325,0.3118445,0.4252425,5.0
2300,I,0.4,0.3,0.1,0.41106775,0.18427175,0.0850485,0.1417475,4.0
2301,M,1.675,1.3125,0.4,37.9032815,17.4349425,7.49844275,9.4970825,11.0
2302,I,0.975,0.75,0.2375,7.7394135,3.515338,1.63009625,2.1262125,8.0
2303,I,0.7,0.525,0.175,3.38776525,1.360776,0.58116475,0.850485,6.0
2304,I,0.9,0.6625,0.2125,6.61960825,2.9766975,1.587572,1.984465,7.0
2305,F,0.7375,0.5625,0.1875,3.55786225,1.360776,0.7654365,1.530873,11.0
2306,F,1.6125,1.25,0.4,38.76794125,18.200379,8.60407325,10.0640725,9.0
2307,F,1.6625,1.25,0.4375,36.86852475,17.44911725,8.29222875,9.07184,13.0
2308,I,0.75,0.575,0.1875,3.86970675,1.26155275,0.75126175,1.2190285,6.0
2309,M,1.5,1.1625,0.4125,30.900955,13.154168,7.55514175,8.50485,10.0
2310,M,1.5625,1.25,0.4375,41.4753185,16.839603,8.9867915,11.623295,11.0
2311,M,1.3,1.0375,0.35,19.4761065,8.0796075,3.98310475,5.10291,10.0
2312,I,0.9375,0.6875,0.2,6.30776375,2.6932025,1.37495075,1.984465,8.0
2313,I,0.8,0.6125,0.1875,4.082328,1.91359125,1.020582,1.417475,5.0
2314,M,1.375,1.05,0.3125,23.79940525,11.35397475,4.60679375,5.5281525,9.0
2315,F,1.3625,1.075,0.35,22.963095,10.98543125,4.309124,6.3786375,9.0
2316,F,1.7625,1.325,0.4375,44.9906565,20.00057225,9.8372765,11.90679,10.0
2317,I,0.9875,0.7,0.2625,6.30776375,2.551455,1.31825175,2.1262125,7.0
2318,I,0.8125,0.6125,0.225,4.09650275,1.97029025,1.14815475,1.43164975,6.0
2319,I,0.6875,0.5,0.175,2.721552,1.0489315,0.52446575,0.850485,5.0
2320,M,1.575,1.225,0.4375,30.29144075,10.9145575,6.42116175,10.0640725,13.0
2321,I,0.8625,0.6625,0.2,5.556502,1.91359125,1.09145575,1.70097,7.0
2322,M,1.3,1.0,0.35,23.09066775,9.015141,5.34388075,5.6699,12.0
2323,I,0.6375,0.4875,0.175,2.721552,1.0489315,0.52446575,0.850485,5.0
2324,I,1.375,1.0625,0.35,21.8574645,9.48290775,5.68407475,6.0951425,8.0
2325,I,1.3625,1.05,0.4,20.70930975,8.391452,4.97533725,6.0951425,14.0
2326,F,1.1125,0.875,0.3625,12.54465375,5.71242425,2.87747425,4.3941725,9.0
2327,M,1.625,1.275,0.4875,37.23706825,13.99047825,9.3836845,12.0485375,13.0
2328,M,1.6375,1.3125,0.4375,42.354153,20.36911575,9.922325,10.489315,10.0
2329,I,1.425,1.15,0.375,30.277266,11.7083435,6.3219385,8.29222875,10.0
2330,I,0.9375,0.725,0.225,5.65572525,2.70737725,1.1623295,1.70097,6.0
2331,I,1.1,0.8625,0.275,11.7650425,4.9611625,2.33883375,3.96893,8.0
2332,I,1.125,0.825,0.275,12.74310025,4.97533725,2.324659,3.40194,8.0
2333,F,1.2125,0.9625,0.3125,17.10892325,6.76135575,3.27436725,5.2446575,15.0
2334,M,1.5,1.2,0.4375,29.7386255,12.34620725,4.91863825,13.097469,20.0
2335,I,1.55,1.1875,0.4875,29.596878,12.927372,7.3992195,8.788345,10.0
2336,I,1.0375,0.8125,0.2625,10.7444605,4.479221,1.871067,2.83495,7.0
2337,F,1.3,1.0125,0.45,22.29688175,7.824462,4.3941725,7.7961125,16.0
2338,F,1.45,1.1375,0.5625,37.0527965,11.0846545,7.427569,13.1825175,16.0
2339,M,1.5875,1.25,0.475,40.5114355,17.3215445,9.00096625,11.056305,11.0
2340,M,1.15,0.9375,0.3125,15.2236815,6.13766675,3.18931875,4.479221,11.0
2341,M,1.5625,1.2875,0.4625,38.20095125,13.834556,8.88756825,13.60776,15.0
2342,I,1.4375,1.1,0.4125,29.1716355,14.13222575,6.36446275,6.7755305,8.0
2343,F,1.6125,1.2625,0.45,35.3518265,14.16057525,7.2858215,10.77281,13.0
2344,M,1.4125,1.1125,0.4125,35.6920205,11.8217415,6.10931725,13.324265,14.0
2345,M,1.4875,1.1875,0.4,29.540179,13.1825175,6.917278,9.7805775,9.0
2346,M,1.2875,0.95,0.3625,18.86659225,8.34892775,3.72795925,4.819415,9.0
2347,F,1.4625,1.1375,0.425,28.2644515,11.113004,7.66853975,8.50485,9.0
2348,F,1.7,1.3125,0.5,44.06929775,18.6256215,10.6310625,11.7650425,14.0
2349,M,1.3875,1.075,0.3125,22.2543575,9.468733,4.9044635,6.47786075,11.0
2350,I,0.875,0.6625,0.2375,5.4714535,2.721552,1.00640725,1.74349425,7.0
2351,I,1.0,0.775,0.275,8.958442,3.55786225,1.6159215,2.83495,11.0
2352,I,1.1625,0.875,0.2875,13.19669225,5.443104,2.96252275,3.96893,7.0
2353,F,1.4375,1.125,0.375,31.08522675,13.11164375,6.73300625,9.59630575,14.0
2354,M,1.7375,1.3125,0.45,49.25725625,20.2131935,10.149121,13.437663,12.0
2355,I,0.7,0.525,0.15,3.005047,1.3891255,0.60951425,0.850485,5.0
2356,I,1.125,0.875,0.2625,14.50076925,7.29999625,2.67902775,3.95475525,9.0
2357,F,1.4125,1.125,0.4625,26.365035,10.149121,6.2085405,8.3631025,13.0
2358,M,1.4125,1.1,0.35,24.73493875,10.47514025,5.59902625,7.7961125,11.0
2359,M,1.475,1.1625,0.375,26.1665885,13.154168,5.329706,7.654365,9.0
2360,I,0.8625,0.675,0.225,6.13766675,2.6932025,1.0489315,2.1262125,10.0
2361,I,1.4,1.05,0.3,18.27125275,9.90815025,3.78465825,5.953395,7.0
2362,M,1.4375,1.1,0.4125,26.7335785,12.1052365,7.3992195,7.49844275,11.0
2363,M,1.1125,0.85,0.325,14.69921575,5.65572525,2.324659,6.80388,17.0
2364,M,0.875,0.6625,0.2625,5.65572525,2.05533875,1.70097,2.1262125,13.0
2365,M,1.5875,1.2625,0.4375,33.8776525,11.41067375,6.98815175,13.324265,16.0
2366,M,1.4,1.1125,0.3875,23.71435675,10.8578585,4.77689075,6.6621325,10.0
2367,M,1.425,1.1,0.3875,26.69105425,13.6928085,5.4714535,6.6621325,7.0
2368,I,1.55,1.2375,0.4375,32.2333815,15.54970075,7.66853975,8.9300925,13.0
2369,F,1.1875,0.9375,0.2875,15.8473705,7.47009325,3.912231,4.8477645,9.0
2370,F,1.475,1.1875,0.4,31.51046925,16.71203025,5.74077375,7.9095105,9.0
2371,F,1.45,1.0875,0.4875,26.09571475,10.0640725,5.17378375,8.221355,16.0
2372,F,1.525,1.1625,0.3875,29.48348,14.84096325,7.0023265,7.5126175,8.0
2373,I,1.3,0.9875,0.3,18.937466,8.34892775,3.7137845,4.9611625,9.0
2374,F,1.2375,0.975,0.3375,16.839603,8.334753,3.44446425,5.5281525,12.0
2375,M,1.8125,1.4375,0.5375,57.606184,24.39474475,10.4042665,15.252031,11.0
2376,I,0.7,0.4125,0.15,3.01922175,1.54504775,0.63786375,0.7654365,5.0
2377,I,1.2375,0.9375,0.3125,14.911837,6.0384435,2.891649,4.195726,8.0
2378,I,0.9375,0.725,0.225,8.09378225,3.16096925,1.88524175,2.19708625,8.0
2379,I,0.525,0.375,0.1375,1.48834875,0.5386405,0.35436875,0.4252425,4.0
2380,I,1.275,0.9375,0.3375,16.40018575,5.9250455,3.8271825,4.819415,14.0
2381,I,1.1375,0.875,0.2875,13.45183775,5.159609,3.4869885,3.75630875,7.0
2382,M,1.3875,1.1,0.35,23.99785175,12.3320325,4.91863825,5.9250455,8.0
2383,F,1.5625,1.2125,0.4625,36.35823375,16.4710595,8.34892775,8.0796075,9.0
2384,F,1.4125,1.075,0.375,25.51455,12.03436275,6.44951125,6.0384435,9.0
2385,M,1.3,1.0,0.3,24.9192105,7.7394135,6.2652395,6.0951425,15.0
2386,M,1.725,1.3125,0.4625,42.807745,19.220961,8.71747125,10.44679075,10.0
2387,I,1.2125,0.925,0.2875,15.29455525,6.81805475,3.7137845,3.84135725,7.0
2388,M,1.4,1.1125,0.3625,25.92561775,7.81028725,6.08096775,7.37087,13.0
2389,F,1.6125,1.275,0.475,39.19318375,14.628342,8.2497045,11.3398,13.0
2390,I,1.2125,0.9375,0.3125,14.04717725,5.71242425,3.515338,4.819415,8.0
2391,I,0.8625,0.6375,0.225,5.00368675,2.2396105,0.97805775,1.5592225,6.0
2392,M,1.575,1.25,0.4125,35.4652245,16.68368075,7.654365,9.7805775,11.0
2393,M,1.45,1.15,0.3625,27.895908,14.5432935,5.3580555,6.6621325,9.0
2394,M,1.6125,1.2375,0.4125,32.7436725,14.04717725,6.917278,9.63883,11.0
2395,F,1.5875,1.2375,0.3875,38.68289275,17.3215445,8.29222875,9.00096625,9.0
2396,F,1.375,1.05,0.325,23.26076475,10.21999475,5.1879585,6.80388,10.0
2397,I,0.9,0.6875,0.225,6.13766675,3.30271675,1.77184375,2.4097075,9.0
2398,I,0.925,0.6875,0.225,6.6054335,2.7499015,1.14815475,1.8427175,7.0
2399,M,1.2,0.9625,0.3,16.42853525,8.03708325,3.58621175,4.9611625,8.0
2400,F,1.3,1.0,0.325,18.10115575,8.34892775,3.86970675,5.5281525,8.0
2401,F,1.5125,1.225,0.4125,33.40988575,15.4504775,6.747181,8.17883075,11.0
2402,M,1.55,1.1625,0.4375,34.03357475,17.08057375,7.200773,8.9300925,13.0
2403,I,1.1,0.825,0.3125,14.855138,7.04485075,2.90582375,3.798833,10.0
2404,I,1.2375,0.9625,0.3375,18.71067,8.60407325,4.49339575,4.6776675,9.0
2405,F,1.5,1.1875,0.3625,26.54930675,11.169703,6.2085405,8.3631025,11.0
2406,I,0.9625,0.7,0.225,6.08096775,3.24601775,1.2757275,1.97029025,6.0
2407,F,1.8,1.4125,0.5375,53.29706,19.66037825,10.20582,15.4504775,12.0
2408,F,1.4125,1.1125,0.4125,28.76056775,10.84368375,6.633783,8.50485,9.0
2409,F,1.55,1.25,0.4125,37.874932,15.52135125,7.10154975,9.922325,18.0
2410,M,1.3875,1.1125,0.3625,24.50814275,11.90679,5.91087075,6.80388,10.0
2411,F,1.5125,1.175,0.4125,29.540179,12.82814875,6.42116175,8.50485,11.0
2412,F,1.2875,1.0,0.3375,20.28406725,9.59630575,3.58621175,4.6776675,8.0
2413,M,1.5125,1.1375,0.3625,28.81726675,14.0330025,6.5487345,7.767763,9.0
2414,F,1.6,1.25,0.4125,38.328524,17.519991,8.618248,10.84368375,14.0
2415,M,1.5125,1.175,0.375,32.16250775,16.25843825,5.40057975,8.334753,7.0
2416,I,0.9375,0.7125,0.225,6.53455975,2.70737725,1.88524175,2.1262125,7.0
2417,M,1.15,0.825,0.275,12.99824575,5.40057975,2.84912475,3.84135725,8.0
2418,F,1.2625,1.1375,0.3375,21.659018,7.314171,4.422522,7.93786,13.0
2419,F,1.6875,1.325,0.4,43.02036625,19.6462035,10.56018875,11.3398,14.0
2420,I,1.3,1.0,0.3125,17.50581625,7.9095105,3.6003865,5.5281525,8.0
2421,F,1.625,1.2875,0.4125,33.26813825,13.53688625,8.80251975,9.4970825,9.0
2422,I,1.225,0.925,0.325,16.68368075,7.9095105,3.9972795,4.60679375,10.0
2423,M,1.2875,0.975,0.325,18.24290325,7.3992195,3.86970675,5.5281525,10.0
2424,M,0.8875,0.675,0.4375,10.27669375,2.721552,1.74349425,4.9611625,16.0
2425,I,1.4875,1.1625,0.375,29.8520235,12.246984,6.3219385,8.3631025,11.0
